year,season,sown_000_acres,harvested_000_acres,gdp_billion_usd,inflation_pct,rainfall_mm,temperature_c,production_000_mt,season_binary,rainfall_mm_scaled,temperature_c_scaled,gdp_billion_usd_scaled,inflation_pct_scaled,sown_000_acres_scaled,harvested_000_acres_scaled,target_yield_production,yield_lag1,yield_lag2,rainfall_roll3,temp_roll3,rain_x_temp,inf_x_gdp,drought_flag,harvest_efficiency
1996,Maha,1169.0,1095.0,14.5,12.76,1730,26.38,1457,1,1.045688073939979,-0.463286422245118,0.1725634811046666,0.8966038941355411,0.5979019621311211,0.5676543451957055,1457,1049.0,1331.0,1265.0,26.486666666666665,-0.48445308656004127,0.15472108914402893,0,0.9366980325064157
1996,Yala,617.0,580.0,13.9,15.94,500,26.97,730,0,-0.9563222992482994,0.1101042816540213,0.1359261080174787,1.504314643942662,-0.952341365740034,-0.94694641384004,730,1457.0,1049.0,895.0,26.816666666666666,-0.10529517978845598,0.20447563478482528,0,0.940032414910859
1997,Maha,1418.0,1391.0,15.44,9.47,2000,26.48,1781,1,1.4851537656154548,-0.3661015571774659,0.2299620322745944,0.2678717032973563,1.297196506768653,1.4381821600978038,1781,730.0,1457.0,1410.0,26.61,-0.5437171062397952,0.061600321279117236,0,0.9809590973201693
1997,Yala,635.0,610.0,15.09,9.57,545,27.2,782,0,-0.8830780173023868,0.3336294713096185,0.2085902313070681,0.2869821042346871,-0.90178995287467,-0.8587172434107732,782,1781.0,730.0,1015.0,26.883333333333336,-0.29462085203774147,0.05986166350330251,0,0.9606299212598425
1998,Maha,1351.0,1331.0,15.73,7.03,1620,26.03,1736,1,0.8666464958499704,-0.8034334499818936,0.2476700959334019,-0.1984220795735164,1.1090329144364657,1.2617238192392703,1736,782.0,1781.0,1388.3333333333333,26.570000000000004,-0.6962927840754606,-0.04914321548327791,0,0.9851961509992598
1998,Yala,678.0,657.0,15.79,9.36,460,27.61,911,0,-1.021428327644666,0.7320874180869869,0.2513338332421207,0.2468502622662921,-0.7810282443629678,-0.7204915430715887,911,1736.0,782.0,875.0,26.94666666666667,-0.7477748271462924,0.06204182265221002,0,0.9690265486725663
1999,Maha,1357.0,1300.0,15.99,5.44,1740,25.94,1781,1,1.0619645810390708,-0.8908998285427792,0.2635462909378501,-0.502277454477077,1.125883385391587,1.1705536764623614,1781,911.0,1736.0,1273.3333333333333,26.526666666666667,-0.9461040631662124,-0.13237336014913847,0,0.9579955784819455
1999,Yala,854.0,823.0,15.66,4.69,472,26.91,1121,0,-1.001896519125756,0.0517933626134321,0.2433957357398967,-0.6456054615070583,-0.2867477630127445,-0.2322901333629795,1121,1781.0,911.0,890.6666666666666,26.819999999999997,-0.05189158971621569,-0.157137616301206,0,0.9637002341920374
2000,Maha,1184.0,1163.0,16.04,10.17,1780,26.16,1613,1,1.1270706094354377,-0.6770931253939486,0.2665994053617823,0.4016445098586721,0.6400281395189243,0.7676404648353767,1613,1121.0,1781.0,1330.6666666666667,26.336666666666662,-0.7631317614823029,0.10707818749514648,0,0.9822635135135135
2000,Yala,812.0,756.0,16.33,6.18,465,27.07,1079,0,-1.0132900740951205,0.2072891467216735,0.2843074690205898,-0.3608604875408288,-0.4047010596985932,-0.4293352806550085,1079,1613.0,1121.0,905.6666666666666,26.713333333333335,-0.21004403484071885,-0.1025953318822691,0,0.9310344827586207
2001,Maha,1261.0,1232.0,16.15,11.86,1470,26.52,1774,1,0.622498889363595,-0.3272276111504064,0.2733162570944334,0.7246102856995634,0.856275850109647,0.97056755682269,1774,1079.0,1613.0,1238.3333333333333,26.583333333333332,-0.2036988245102303,0.19804777113953273,0,0.9770023790642347
2001,Yala,789.0,727.0,15.75,14.16,395,27.22,1082,0,-1.127225623788762,0.3530664443231482,0.2488913417029749,1.1641495072581731,-0.4692945316932247,-0.5146234787366329,1082,1774.0,1079.0,776.6666666666666,26.936666666666667,-0.39798554294104094,0.2897467328043438,1,0.9214195183776933
2002,Maha,1487.0,1383.0,17.71,7.93,1730,26.43,1895,1,1.045688073939979,-0.4146939897112919,0.3685734271211222,-0.0264284711375389,1.4909769227525476,1.414654381316666,1895,1082.0,1774.0,1198.3333333333333,26.723333333333333,-0.4336405593756863,-0.009740832180734375,0,0.9300605245460659
2002,Yala,845.0,793.0,16.54,9.55,422,27.32,1086,0,-1.0832790546212143,0.4502513093908004,0.2971305496011056,0.283160024047221,-0.3120234694454263,-0.3205193037922462,1086,1895.0,1082.0,849.0,26.99,-0.4877478127788301,0.08413549357021305,0,0.9384615384615385
2003,Maha,1287.0,1159.0,19.77,6.95,1660,26.33,1670,1,0.9317525242463373,-0.5118788547789441,0.494361741387134,-0.2137104003233811,0.9292945575818392,0.7558765754448078,1670,1086.0,1895.0,1270.6666666666667,26.69333333333333,-0.47694441504860546,-0.10565024565640821,0,0.9005439005439005
2003,Yala,941.0,867.0,18.88,6.31,450,27.3,1172,0,-1.037704834743758,0.4308143363772707,0.4400163046411386,-0.3360169663222987,-0.0424159341634863,-0.1028873500667216,1172,1670.0,1086.0,844.0,26.98333333333333,-0.4470581197356175,-0.1478529438178638,0,0.9213602550478215
2004,Maha,1435.0,1408.0,22.54,9.61,1970,26.27,2013,1,1.4363242443181796,-0.5701897738195333,0.663504280472985,0.2946262646096192,1.3449395078081632,1.4881786900077216,2013,1172.0,1670.0,1360.0,26.633333333333336,-0.8189773959992949,0.1954857877082487,0,0.981184668989547
2004,Yala,637.0,620.0,20.66,7.58,510,27.04,958,0,-0.9400457921492076,0.1781336872013771,0.5487071781331295,-0.0933148744181968,-0.8961731292229631,-0.8293075199343509,958,2013.0,1172.0,976.6666666666666,26.87,-0.16745382309367768,-0.051202541419856126,0,0.9733124018838305
2005,Maha,1461.0,1448.0,26.35,10.83,1630,26.78,2135,1,0.8829230029490621,-0.0745469619745129,0.8961515995766286,0.5277731560450558,1.4179582152803554,1.6058175839134106,2135,958.0,2013.0,1370.0,26.69666666666667,-0.06581922752726647,0.4729647580033824,0,0.9911019849418207
2005,Yala,881.0,853.0,24.41,11.64,480,27.2,1233,0,-0.9888753134464828,0.3336294713096185,0.7776907599280541,0.6825674036374357,-0.2109206437146988,-0.1440609629337127,1233,2135.0,958.0,873.3333333333334,27.00666666666667,-0.3299179480162834,0.5308263628369163,0,0.9682179341657208
2006,Maha,1298.0,1265.0,30.32,12.93,2170,26.06,1973,1,1.7618543863000136,-0.7742779904616007,1.1385688848368554,0.9290915757290036,0.960187087666228,1.0676196442948835,1973,1233.0,2135.0,1426.6666666666667,26.679999999999996,-1.3641650737103312,1.0578347592890884,0,0.9745762711864406
2006,Yala,789.0,776.0,28.28,10.02,545,27.16,1206,0,-0.8830780173023868,0.294755525282559,1.0140018163404163,0.3729789084526758,-0.4692945316932247,-0.370515833702164,1206,1973.0,1233.0,1065.0,26.80666666666666,-0.26029212485544573,0.3782012906276791,0,0.9835234474017744
2007,Maha,1437.0,1404.0,36.53,19.2,1600,26.39,2125,1,0.834093481651787,-0.4535679357383514,1.5177656962892507,2.127313714499648,1.3505563314598703,1.4764148006171527,2125,1206.0,1973.0,1438.3333333333333,26.536666666666665,-0.3783180586856155,3.2287637811132304,0,0.9770354906054279
2007,Yala,720.0,701.0,32.35,15.84,490,27.1,1158,0,-0.972598806347391,0.2364446062419698,1.262525330448508,1.4852042430053314,-0.663074947677119,-0.5910887597753308,1158,2125.0,1206.0,878.3333333333334,26.883333333333336,-0.22996574179821871,1.8751079776838322,0,0.9736111111111111
2008,Maha,1562.0,1495.0,41.39,13.02,1960,26.36,2384,1,1.420047737219088,-0.4827233952586477,1.8145284182954728,0.9462909365726012,1.701607809691563,1.744043284252595,2384,1158.0,2125.0,1350.0,26.616666666666664,-0.6854902651397582,1.7170717963864237,0,0.9571062740076824
2008,Yala,1165.0,1148.0,40.71,22.56,500,27.03,1750,0,-0.9563222992482994,0.168415200694614,1.7730060621299932,2.769423185993964,0.586668314827707,0.7235258796207433,1750,2384.0,1158.0,983.3333333333334,26.830000000000002,-0.16105921195663703,4.9102040973706575,0,0.9854077253218884
2009,Maha,1596.0,1590.0,50.36,4.85,1520,26.45,2630,1,0.7038814248590535,-0.3952570166977622,2.3622571459489325,-0.6150288200073291,1.7970938117705837,2.0234356572786063,2630,1750.0,2384.0,1326.6666666666667,26.613333333333333,-0.27821407209875954,-1.4528562250268529,0,0.9962406015037594
2009,Yala,853.0,834.0,42.07,3.47,430,27.41,1268,0,-1.0702578489419412,0.537717687951686,1.856050774460953,-0.8787523529424947,-0.289556174838598,-0.199939437538915,1268,2630.0,1750.0,816.6666666666666,26.963333333333335,-0.5754965760452054,-1.6310089852383018,0,0.977725674091442
2010,Maha,1804.0,1516.0,63.19,6.47,1840,26.51,1996,1,1.2247296520299875,-0.3369460976571695,3.145686307129968,-0.3054403248225693,2.38124347154812,1.8058037035530816,1996,1268.0,2630.0,1263.3333333333333,26.790000000000003,-0.4126678769365274,-0.9608194474396858,0,0.8403547671840355
2010,Yala,1036.0,1031.0,58.64,6.22,445,27.43,1671,0,-1.0458430882933036,0.5571546609652157,2.867852894552126,-0.3532163271658964,0.2243831892926001,0.3794321149466031,1671,1996.0,1268.0,905.0,27.116666666666664,-0.5826963512808697,-1.0129724662657869,0,0.9951737451737451
2011,Maha,1735.0,1692.0,67.745,7.13,1640,26.14,2718,1,0.8991995100481538,-0.6965300984074784,3.423825031150204,-0.1793116786361857,2.187463055564226,2.323414836738113,2718,1671.0,1996.0,1308.3333333333333,26.69333333333333,-0.6263195232217968,-0.6139318136921339,0,0.9752161383285303
2011,Yala,1218.0,1209.0,67.745,6.72,410,27.26,1898,0,-1.1028108631401246,0.3919403903502111,3.423825031150204,-0.2576643224792422,0.7355141415979447,0.902925192826919,1898,2718.0,1671.0,831.6666666666666,26.94333333333333,-0.4322361201815937,-0.8821975569387877,0,0.9926108374384236
2012,Maha,1927.0,1833.0,67.745,7.23,1720,25.96,2846,1,1.0294115668408874,-0.8714628555292494,3.423825031150204,-0.1602012776988547,2.726678126128106,2.7380919377556667,2846,1898.0,2718.0,1256.6666666666667,26.453333333333337,-0.8970939435539985,-0.5485011446075837,0,0.9512195121951219
2012,Yala,901.0,754.0,67.745,7.54,420,27.45,1129,0,-1.086534356041033,0.5765916339787455,3.423825031150204,-0.1009590347931291,-0.154752407197628,-0.4352172253502929,1129,2846.0,1898.0,850.0,26.89,-0.6264866197237432,-0.34566607044547976,0,0.8368479467258602
2013,Maha,1609.0,1433.0,67.745,5.05,1530,26.31,2235,1,0.7201579319581451,-0.5313158277924739,3.423825031150204,-0.5768080181326674,1.83360316550668,1.5617029986987772,2235,1129.0,2846.0,1223.3333333333333,26.573333333333334,-0.382631307759658,-1.9748897306507673,0,0.8906152889993785
2013,Yala,1106.0,1104.0,67.745,6.91,460,27.19,1774,0,-1.021428327644666,0.3239109848028553,3.423825031150204,-0.2213545606983135,0.420972017102348,0.5941230963244855,1774,2235.0,1129.0,803.3333333333334,26.983333333333334,-0.33085185551291735,-0.757879285678143,0,0.9981916817359855
2014,Maha,1909.0,1816.0,67.745,3.48,1810,26.24,2877,1,1.1759001307327126,-0.5993452333398297,3.423825031150204,-0.8768413128487615,2.676126713262742,2.688095407845749,2877,1774.0,2235.0,1266.6666666666667,26.58,-0.7047701382383339,-3.002151235278197,0,0.9512833944473547
2014,Yala,773.0,743.0,67.745,3.18,475,27.35,1145,0,-0.9970135669960286,0.4794067689110967,3.423825031150204,-0.9341725156607544,-0.5142291209068813,-0.4675679211743574,1145,2877.0,1774.0,915.0,26.926666666666666,-0.4779750527140933,-3.198443242531847,0,0.9611901681759379
2015,Maha,1868.117,1835.0,67.745,3.87,2290,26.33,2903,1,1.9571724714891137,-0.5118788547789441,3.423825031150204,-0.8023107491931714,2.5613104125863715,2.7439738824509514,2903,1145.0,2877.0,1525.0,26.64,-1.0018352033107232,-2.7469716258484533,0,0.9822725236160262
2015,Yala,1188.0,1176.0,67.745,3.77,550,27.32,1942,0,-0.8749397637528409,0.4502513093908004,3.423825031150204,-0.8214211501305023,0.6512617868223385,0.8058731053547256,1942,2903.0,1145.0,1105.0,27.0,-0.39394277426779417,-2.8124022949330034,0,0.98989898989899
2016,Maha,1340.683,946.0,67.745,5.83,1420,26.43,1474,1,0.5411163538681365,-0.4146939897112919,3.423825031150204,-0.4277468908214867,1.0800585296291347,0.129449465397014,1474,1942.0,2903.0,1420.0,26.69333333333333,-0.2243976996836048,-1.4645305117912797,0,0.7056104985294809
2016,Yala,952.14,939.0,67.745,3.96,435,27.7,1517,0,-1.0621195953923954,0.8195537966478723,3.423825031150204,-0.7851113883495736,-0.0111302264234779,0.1088626589635185,1517,1474.0,1942.0,801.6666666666666,27.150000000000002,-0.8704641468979396,-2.6880840236723587,0,0.9861995084756443
2017,Maha,1648.664,1532.0,67.745,4.92,1730,27.02,2397,1,1.045688073939979,0.1586967141878474,3.423825031150204,-0.6016515393511974,1.9449960121673344,1.8528592611153571,2397,1517.0,1474.0,1195.0,27.05,0.16594726139969349,-2.0599496004606817,0,0.9292372490695496
2017,Yala,615.594,584.0,67.745,7.7,425,28.895000000000003,909,0,-1.078396102491487,1.9809129342063028,3.423825031150204,-0.0703823932933997,-0.9562899927671838,-0.935182524449471,909,2397.0,1517.0,863.3333333333334,27.87166666666667,-2.1362087876230524,-0.24097699991020013,0,0.9486772125784201
2018,Maha,1848.414,1789.33,67.745,2.84,1800,26.95,3073,1,1.1596236236336208,0.0906673086404916,3.423825031150204,-0.9991478788476792,2.505976274381579,2.6096596753341306,3073,909.0,2397.0,1318.3333333333333,27.621666666666666,0.10513995299079477,-3.4209075174193155,0,0.9680352994513134
2018,Yala,923.598,897.0,67.745,2.14,440,28.895000000000003,1533,0,-1.0539813418428494,1.9809129342063028,3.423825031150204,-1.132920685408995,-0.0912879167569898,-0.0146581796374549,1533,3073.0,909.0,888.3333333333334,28.24666666666667,-2.087845272468615,-3.878922201011163,0,0.9712017566083946
2019,Maha,1858.842,1828.371,67.745,4.84,2010,26.86,3197,1,1.5014302727145463,0.003200930079606,3.423825031150204,-0.6169398601010622,2.5352623929015805,2.7244781767584314,3197,1533.0,3073.0,1416.6666666666667,27.56833333333333,0.004805973322363031,-2.112294135728322,0,0.9836075363048608
2019,Yala,911.586,855.0,67.745,3.53,515,28.12,1519,0,-0.9319075385996618,1.2277302299320072,3.423825031150204,-0.8672861123800963,-0.1250225596091424,-0.1381790182384283,1519,3197.0,1533.0,988.3333333333334,27.958333333333332,-1.1441310566403338,-2.9694359007359226,0,0.9379257689345821
2020,Maha,1903.299,1883.951,67.745,6.58,1600,27.03,3061,1,0.834093481651787,0.168415200694614,3.423825031150204,-0.2844188837915053,2.660115957443551,2.887937419840386,3061,1519.0,3197.0,1375.0,27.33666666666667,0.14047402111045504,-0.9738004936571569,0,0.9898344926362069
2020,Yala,1127.308,1113.801,67.745,6.15,415,28.49,1924,0,-1.0946726095905788,1.5873142306823125,3.423825031150204,-0.3665936078220279,0.4808136562876353,0.6229475663037267,1924,3061.0,1519.0,843.3333333333334,27.88,-1.7375894111412689,-1.2551523707207204,0,0.9880183587803865
2021,Maha,1917.157,1893.185,67.745,22.645000000000003,2040,26.54,1931,1,1.5502597940118217,-0.3077906381368767,3.423825031150204,2.785667026790696,2.6990349285262294,2.915094358498514,1931,1924.0,3061.0,1351.6666666666667,27.353333333333335,-0.4771554512768416,9.537636494775752,0,0.9874960683971109
2021,Yala,1239.153,1227.53,67.745,7.01,520,28.895000000000003,2088,0,-0.923769285050116,1.9809129342063028,3.423825031150204,-0.2022441597609827,0.7949204769502247,0.9574214104287292,2088,1931.0,1924.0,991.6666666666666,27.974999999999998,-1.8299065249782838,-0.6924486165935935,0,0.9906202058987066
2022,Maha,2007.977,1996.28,67.745,22.645000000000003,1800,26.73,2696,1,1.1596236236336208,-0.1231393945083389,3.423825031150204,2.785667026790696,2.954094890550248,3.218293902678689,2696,2088.0,1931.0,1453.3333333333333,27.388333333333335,-0.14279535087180995,9.537636494775752,0,0.9941747340731492
2022,Yala,1190.226,1186.806,67.745,22.645000000000003,410,28.895000000000003,1462,0,-1.1028108631401246,1.9809129342063028,3.423825031150204,2.785667026790696,0.6575133115466888,0.8376532525433475,1462,2696.0,2088.0,910.0,28.173333333333336,-2.1845723027774895,9.537636494775752,0,0.9971265961254416
2023,Maha,1993.329,1939.88,67.745,9.12,2270,26.61,2709,1,1.9246194572909303,-0.2397612325895208,3.423825031150204,0.2009853000166981,2.912957274125145,3.052423062271668,2709,1462.0,2696.0,1493.3333333333333,27.411666666666672,-0.4614491333458481,0.6881385010904044,0,0.9731860621101686
2023,Yala,1248.067,1214.95,67.745,16.54,530,28.895000000000003,1817,0,-0.9074927779510242,1.9809129342063028,3.423825031150204,1.6189770495666471,0.8199546599658831,0.9204239782953904,1817,2709.0,1462.0,1070.0,28.133333333333336,-1.7976641815419923,5.543094147163991,0,0.9734653668432864
2024,Yala,1208.313,1189.82,67.745,1.7,430,28.895000000000003,2022,0,-1.0702578489419412,1.9809129342063028,3.423825031150204,-1.2170064495332509,0.7083090562409018,0.846517343199141,2022,1817.0,2709.0,1076.6666666666667,28.133333333333336,-2.120087615904907,-4.166817144983182,0,0.9846951907328646
